Listing ID,Listing Name,Host ID,Host Name,Host Since,Host Response Time,Host Response Rate,Is Superhost,neighbourhood,Neighborhood Group,City,Postal Code,Country Code,Country,Latitude,Longitude,Is Exact Location,Property Type,Room Type,Accomodates,Bathrooms,Bedrooms,Beds,Square Feet,Guests Included,Min Nights,Reviews,First Review,Last Review,Overall Rating,Accuracy Rating,Cleanliness Rating,Checkin Rating,Communication Rating,Location Rating,Value Rating,Instant Bookable,Business Travel Ready,Price
18576538,*,40973270,Oscore,30/7/2015,,,f,Mitte,Mitte,Berlin,10115,DE,Germany,52.53451,13.39591,f,Apartment,Entire home/apt,2,1,1,1,,1,7,0,,,,,,,,,,f,f,70
5674401,*,913677,Nin,9/1/2012,,,f,Prenzlauer Berg,Pankow,Berlin,10437,DE,Germany,52.54567,13.41749,f,Apartment,Entire home/apt,4,1,3,2,,4,3,19,4/1/2015,1/1/2019,95,10,9,10,10,10,10,f,f,50
21799541,*,158971409,Cialle,27/10/2017,within an hour,100%,t,Prenzlauer Berg,Pankow,Berlin,10407,DE,Germany,52.53544,13.42873,t,Loft,Private room,2,1,1,1,,1,2,49,24/11/2017,8/5/2019,92,10,9,10,10,10,9,t,f,79
21413967,*,10413851,Fleeam,17/12/2013,within an hour,100%,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10967,DE,Germany,52.49447,13.41958,f,Apartment,Entire home/apt,2,1,1,1,,2,3,30,26/3/2018,24/4/2019,95,10,8,10,10,10,10,f,f,60
28557785,*,12937576,Rebice,23/3/2014,within a day,100%,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10249,DE,Germany,52.52116,13.42649,t,Apartment,Entire home/apt,2,1,1,1,,1,1,15,1/9/2018,9/5/2019,100,10,10,10,10,10,9,f,f,45
17268744,*,51513935,Alexander,1/12/2015,a few days or more,40%,f,Charlottenburg,Charlottenburg-Wilm.,Berlin,10623,DE,Germany,52.50674,13.32024,t,Apartment,Entire home/apt,5,1,2,3,,2,2,40,6/2/2017,15/3/2019,89,10,9,10,9,9,9,f,f,89
13192467,*,72967139,Chislen,18/6/2016,,,f,Wedding,Mitte,Berlin,13347,DE,Germany,52.54408,13.36253,f,Apartment,Entire home/apt,4,2,2,3,,1,3,0,,,,,,,,,,f,f,80
21448708,*,38694327,Miczael,28/7/2015,,,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,Berlin,10827,DE,Germany,52.48708,13.35285,t,Condominium,Private room,4,1,1,2,,1,1,1,3/12/2017,9/11/2017,100,10,10,10,10,10,10,f,f,50
23597407,*,28517609,Elik,5/3/2015,,,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,Berlin,10781,DE,Germany,52.49225,13.34784,t,Apartment,Entire home/apt,2,1,1,1,,1,8,1,10/4/2018,10/4/2018,100,10,8,10,10,10,10,f,f,60
6934694,*,27353650,Endreas,15/3/2015,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10249,DE,Germany,52.5219,13.44831,t,Apartment,Private room,2,1,1,1,,1,2,0,,,,,,,,,,f,f,28
8267690,*,28816978,Er,28/2/2015,,,f,Charlottenburg,Charlottenburg-Wilm.,Berlin,14059,DE,Germany,52.51258,13.29167,t,Apartment,Private room,2,1,1,1,,1,10,1,25/1/2016,13/8/2017,80,10,8,10,6,8,6,t,f,20
11104413,*,24789078,Jussina,17/12/2014,,,f,Moabit,Mitte,Berlin,10559,DE,Germany,52.53667,13.3417,f,Apartment,Entire home/apt,2,1,1,1,,1,3,1,16/3/2016,6/3/2016,100,10,10,10,10,10,10,f,f,25
5421451,*,7018805,Gricd,19/6/2013,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,,DE,Germany,52.5148,13.45006,f,Apartment,Private room,1,1,1,1,,1,3,0,,,,,,,,,,f,f,25
268278,*,3020986,Anna,11/6/2012,within a few hours,100%,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10997,DE,Germany,52.49979,13.43949,t,Apartment,Private room,4,1,1,1,,2,3,107,29/12/2012,13/4/2019,93,10,10,10,10,10,9,t,f,80
19473528,*,107923247,Daliel,7/11/2016,within a day,100%,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10249,DE,Germany,52.52394,13.45043,f,Apartment,Entire home/apt,2,1,0,1,,1,2,47,4/5/2017,4/2/2019,95,10,10,10,10,10,9,f,f,60
31999218,*,10544399,Lindana,5/12/2013,within a day,100%,f,Wedding,Mitte,Berlin,13351,DE,Germany,52.54994,13.3471,t,Apartment,Entire home/apt,6,1,2,2,,1,3,2,3/4/2019,4/4/2019,100,10,10,10,10,10,10,f,f,62
33624184,*,116390057,Thujd-Lasl,18/2/2017,within an hour,100%,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,Berlin,10829,DE,Germany,52.48465,13.36155,f,Apartment,Entire home/apt,5,1,2,2,,3,1,0,,,,,,,,,,t,f,40
31412945,*,241132051,Alikar,25/2/2019,within an hour,100%,f,Lichtenberg,Lichtenberg,Berlin,10315,DE,Germany,52.51745,13.5084,t,Townhouse,Private room,6,1.5,3,6,,1,1,3,26/2/2019,5/5/2019,90,10,10,10,8,9,10,t,f,45
8546759,*,27497869,Merke,17/2/2015,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,,DE,Germany,52.51747,13.45064,f,Apartment,Private room,3,1,1,2,,1,1,0,,,,,,,,,,f,f,58
21790485,*,155981314,Editrac ¶n,18/10/2017,,,f,Prenzlauer Berg,Pankow,Berlin,10405,DE,Germany,52.53485,13.42038,f,Apartment,Entire home/apt,3,1,2,3,,2,5,4,20/12/2017,21/12/2017,100,10,9,10,10,10,10,t,f,66
4804386,*,9130178,ClaudFerih as,10/8/2013,within an hour,100%,t,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245,DE,Germany,52.49678,13.4585,f,Apartment,Private room,2,1,1,1,,2,1,266,13/5/2015,8/5/2019,95,10,9,10,10,10,9,t,f,53
7897184,*,13437294,Anme,26/2/2014,,,f,Prenzlauer Berg,Pankow,Berlin,10439,DE,Germany,52.55111,13.41127,t,Apartment,Entire home/apt,2,1,1,1,,1,3,4,7/6/2017,18/7/2016,92,9,9,9,10,9,9,f,f,43
32234286,*,49500286,Julielee,7/9/2015,within an hour,100%,f,Prenzlauer Berg,Pankow,Berlin,10405,DE,Germany,52.5327,13.41592,t,Apartment,Entire home/apt,3,1,1,2,,2,2,28,2/1/2019,23/4/2019,96,10,10,10,10,10,9,f,f,50
27328602,*,137287920,Melke,20/6/2017,within an hour,100%,t,Baumschulenweg,Treptow - KÃ¶penick,Berlin,*,DE,Germany,52.46137,13.48098,t,Serviced apartment,Entire home/apt,2,1,1,1,,1,3,7,20/8/2018,15/4/2019,100,10,10,10,10,10,10,t,f,85
16044783,*,88124695,Julianas,31/8/2016,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10965,DE,Germany,52.4861,13.38986,f,Apartment,Entire home/apt,3,1,1,1,,1,7,3,2/1/2017,10/4/2018,100,10,10,10,10,10,10,f,f,67
30345980,*,116746479,DÃ¼ne*,13/2/2017,within an hour,100%,t,Friedenau,Tempelhof - SchÃ¶neberg,Berlin,12161,DE,Germany,52.47222,13.32637,t,Apartment,Private room,2,1,1,1,,1,1,12,3/1/2019,28/4/2019,98,10,10,10,10,10,9,t,f,42
29651479,*,108997699,Miktael,11/12/2016,,,f,Fennpfuhl,Lichtenberg,Berlin,10367,DE,Germany,52.51892,13.47458,t,Apartment,Entire home/apt,3,1,1,2,,1,2,1,22/11/2018,22/10/2018,100,10,10,10,10,10,10,f,f,50
16027156,*,103430061,Thoi,28/2/2017,within a day,63%,f,Rummelsburg,Lichtenberg,Berlin,10317,DE,Germany,52.50192,13.4974,t,House,Private room,2,1,0,2,,1,2,7,18/1/2017,13/2/2019,94,9,8,10,9,10,9,f,f,25
18738417,*,118970439,AnnaLinire,12/4/2017,,,f,KÃ¶penick,Treptow - KÃ¶penick,Berlin,12555,DE,Germany,52.45674,13.58729,t,Apartment,Private room,2,1,1,1,,1,10,1,17/5/2017,24/6/2017,80,10,8,10,10,8,8,t,f,25
30610517,*,61505416,He Hgic,20/4/2016,within an hour,100%,f,Mitte,Mitte,Berlin,10117,DE,Germany,52.52656,13.3848,t,Apartment,Entire home/apt,2,1,0,1,,1,4,0,,,,,,,,,,f,f,79
21613470,*,30973524,Lau,14/4/2015,within a few hours,90%,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10247,DE,Germany,52.51075,13.47071,t,Loft,Entire home/apt,6,1.5,2,6,,4,1,26,5/10/2017,15/4/2019,94,10,9,10,9,10,9,t,f,205
332354,*,2920628,Grinta,1/9/2012,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12051,DE,Germany,52.4682,13.43375,t,Apartment,Entire home/apt,2,0.5,1,1,,1,1,1,27/2/2016,13/4/2016,80,10,8,10,10,6,8,f,f,25
2681958,*,23616258,Adise,27/12/2014,,,f,Prenzlauer Berg,Pankow,Berlin,10435,DE,Germany,52.53541,13.41417,t,Apartment,Private room,2,1,1,1,,1,1,8,30/6/2014,31/8/2018,93,10,9,10,10,10,10,f,f,35
7477366,*,8472747,Alex,14/8/2013,,,f,Moabit,Mitte,Berlin,10551,DE,Germany,52.53094,13.32638,t,Apartment,Entire home/apt,2,1,0,1,,1,30,3,8/8/2015,24/6/2017,100,10,10,10,10,10,9,f,f,29
11050533,*,61036854,Yinda,8/3/2016,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12053,DE,Germany,52.47606,13.4315,t,Apartment,Private room,2,1.5,1,1,,1,5,1,19/3/2016,20/3/2017,80,10,10,10,10,10,10,t,f,29
30104259,*,98571670,Petrick,3/10/2016,a few days or more,33%,f,Mitte,Mitte,Berlin,10179,DE,Germany,52.50876,13.42294,f,Apartment,Entire home/apt,3,1,1,2,,1,2,0,,,,,,,,,,f,f,110
12343944,*,19767114,Julia,23/7/2014,,,f,Wedding,Mitte,Berlin,13347,DE,Germany,52.54846,13.34173,f,Apartment,Private room,1,1,1,1,,1,4,4,20/4/2016,4/8/2017,100,10,10,10,10,10,10,f,f,35
5386390,*,3026510,Josanna,17/7/2012,within a day,80%,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,Berlin,10785,DE,Germany,52.50066,13.3596,t,Apartment,Private room,3,1,2,2,,1,1,11,14/11/2014,15/4/2019,93,9,9,10,10,10,9,f,f,49
32327529,*,242206594,Izga,16/2/2019,within a day,100%,f,Wilmersdorf,Charlottenburg-Wilm.,Berlin,10717,DE,Germany,52.4912,13.33922,t,Apartment,Entire home/apt,4,1,2,2,,2,1,0,,,,,,,,,,f,f,75
30019084,*,9037680,Leon,18/11/2013,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10961,DE,Germany,52.49195,13.40436,t,Apartment,Private room,2,1,1,1,,1,4,3,27/12/2018,24/2/2019,100,10,10,10,10,10,9,t,f,30
22843108,*,39185672,Thawrione,23/7/2015,within an hour,92%,t,NiederschÃ¶nhausen,Pankow,Berlin,13156,DE,Germany,52.5763,13.41688,t,House,Private room,2,2,1,1,,1,1,6,17/2/2019,21/4/2019,93,9,9,10,10,9,9,t,f,50
29097740,*,55429742,LawthAni,11/1/2015,within a day,100%,f,Wedding,Mitte,Berlin,13359,DE,Germany,52.55985,13.38901,f,Condominium,Private room,2,1,1,1,,1,2,17,30/1/2018,7/3/2019,94,10,9,10,10,9,9,f,f,40
7766152,*,35712816,Gulia,10/6/2015,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10961,DE,Germany,52.49021,13.39451,t,Apartment,Entire home/apt,2,1,0,1,,1,8,5,7/7/2015,4/8/2016,93,10,8,9,10,10,10,t,f,29
29681743,*,42487733,Julian,10/8/2015,within a day,80%,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12055,DE,Germany,52.47593,13.45278,t,Apartment,Entire home/apt,2,1,1,1,,1,3,3,11/8/2018,3/3/2019,100,10,10,10,10,8,10,f,f,70
14512346,*,10818508,Bers,11/2/2014,within a day,100%,f,Prenzlauer Berg,Pankow,Berlin,10405,DE,Germany,52.53502,13.41138,t,Apartment,Entire home/apt,2,1,1,1,,1,6,4,5/2/2017,22/8/2017,95,10,7,10,10,10,10,t,f,40
6354163,*,35964473,Nimos,23/5/2015,within an hour,100%,f,Pankow,Pankow,Berlin,13189,DE,Germany,52.5544,13.41792,t,Apartment,Private room,3,1,1,3,,1,1,110,21/5/2015,10/4/2019,96,10,10,10,10,9,9,t,f,41
14425118,*,48845607,Elga  Bnoo,26/11/2015,within an hour,100%,f,Wilmersdorf,Charlottenburg-Wilm.,Berlin,,DE,Germany,52.47285,13.3145,f,Condominium,Private room,1,1,1,1,,1,2,2,20/9/2016,20/10/2016,93,10,10,10,10,10,10,f,f,31
12204531,*,84473472,Hea,14/6/2016,,,f,Hansaviertel,Mitte,Berlin,10557,DE,Germany,52.50981,13.35085,f,Apartment,Entire home/apt,3,1,1,3,,1,14,1,18/9/2017,18/9/2017,100,10,10,10,10,8,10,t,f,65
24240042,*,199383347,Sebastian,27/6/2018,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245,DE,Germany,52.50632,13.46398,t,Apartment,Entire home/apt,2,1,1,1,,2,2,1,11/5/2018,10/6/2018,100,10,10,10,10,8,10,t,f,45
11560282,*,1350677,Mei,29/10/2011,within an hour,100%,t,Mitte,Mitte,Berlin,10115,DE,Germany,52.52921,13.38446,t,Apartment,Entire home/apt,5,1,3,3,,2,1,67,13/6/2016,6/5/2019,96,10,10,10,10,10,10,t,f,105
19689609,*,131832563,Dannel're,23/5/2017,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10243,DE,Germany,52.51815,13.43396,f,Apartment,Entire home/apt,5,1,2,3,,1,21,1,3/7/2017,3/7/2017,100,10,8,10,10,10,10,t,f,110
20702697,*,15031583,SastrEeueres,14/4/2014,a few days or more,40%,f,Prenzlauer Berg,Pankow,Berlin,10405,DE,Germany,52.53615,13.42409,f,Condominium,Entire home/apt,2,1,1,1,,1,1,1,16/11/2018,16/12/2018,100,10,10,10,10,10,10,f,f,75
13895788,*,19578604,Pema,1/8/2014,,,f,Prenzlauer Berg,Pankow,Berlin,10405,DE,Germany,52.53481,13.4265,t,Apartment,Entire home/apt,2,1,1,1,,1,1,0,,,,,,,,,,f,f,60
14169437,*,13745651,Sanaed,21/4/2014,within an hour,100%,f,WeiÃensee,Pankow,Berlin,13088,DE,Germany,52.54916,13.45972,t,Apartment,Private room,4,1,0,2,,2,5,38,23/2/2017,21/4/2019,91,9,8,9,10,9,9,t,f,40
16398407,*,2427319,Katharione,24/5/2012,within a day,100%,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,Berlin,10827,DE,Germany,52.4831,13.36472,t,Apartment,Private room,1,1,1,1,,1,2,9,27/8/2018,21/4/2019,95,10,9,10,10,9,10,f,f,55
29471750,*,16679229,Carolina,16/6/2014,a few days or more,0%,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245,DE,Germany,52.50328,13.45602,t,Apartment,Entire home/apt,2,1,1,1,,1,2,3,8/10/2018,28/2/2019,93,9,9,10,9,10,9,t,f,130
31059242,*,243752476,Ennath,13/12/2018,within a day,86%,f,Wedding,Mitte,Berlin,13353,DE,Germany,52.54119,13.36943,t,Apartment,Private room,3,1,1,2,,1,1,7,24/2/2019,14/4/2019,100,10,10,10,10,10,10,f,f,25
20475288,*,38177543,Brrc,12/3/2015,,,,Steglitz,Steglitz - Zehlendorf,Berlin,12163,DE,Germany,52.46131,13.31731,t,Apartment,Private room,3,1,1,2,,2,1,6,17/9/2017,23/8/2018,84,10,8,10,10,9,9,f,f,40
30114286,*,99998003,Sondla & Lari,22/8/2016,within a few hours,100%,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10997,DE,Germany,52.49846,13.44193,f,Apartment,Private room,2,1.5,1,1,,1,*,0,,,,,,,,,,f,f,16
5405611,*,9974440,Sophoa,26/10/2013,,,f,Rummelsburg,Lichtenberg,Berlin,10317,DE,Germany,52.50534,13.49743,t,Apartment,Entire home/apt,3,1,2,2,,1,2,0,,,,,,,,,,f,f,95
5358940,*,22889837,Grige,4/10/2014,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12051,DE,Germany,52.46284,13.43506,t,Apartment,Private room,2,1,1,1,,1,2,3,8/8/2015,16/8/2016,93,10,10,9,10,9,9,f,f,20
20448456,*,43248578,Feiix,21/9/2015,within an hour,100%,t,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10247,DE,Germany,52.51727,13.45455,t,Loft,Entire home/apt,5,1,2,2,,4,3,89,2/8/2017,27/4/2019,96,10,9,9,10,10,10,f,f,169
31382633,*,234269348,Danoetee,6/11/2018,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10963,DE,Germany,52.50673,13.37825,t,Apartment,Private room,1,1,1,1,,1,4,0,,,,,,,,,,t,f,30
19257140,*,131985738,Roga,24/5/2017,within an hour,67%,f,Prenzlauer Berg,Pankow,Berlin,10439,DE,Germany,52.55437,13.41424,f,Apartment,Entire home/apt,3,1,1,1,,1,14,8,28/7/2017,13/5/2019,100,10,10,10,10,10,10,t,f,75
21670895,*,33557679,Aric,6/6/2015,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10249,DE,Germany,52.52382,13.45126,t,Apartment,Entire home/apt,4,1,2,1,,1,5,16,25/10/2017,2/1/2018,98,10,10,10,10,9,10,f,f,50
21064767,*,7518322,Jennitt,16/9/2013,a few days or more,0%,f,Prenzlauer Berg,Pankow,Berlin,10435,DE,Germany,52.53048,13.4142,t,Apartment,Entire home/apt,2,1,1,2,,1,3,16,22/2/2018,7/10/2018,95,10,10,10,10,10,10,f,f,93
12974103,*,48862075,Kennam,4/11/2015,,,f,Wilmersdorf,Charlottenburg-Wilm.,Berlin,10715,DE,Germany,52.47347,13.33749,f,Apartment,Private room,1,1,1,1,,1,1,0,,,,,,,,,,f,f,30
14133023,*,14424762,Berin,24/4/2014,within a few hours,83%,f,Wedding,Mitte,Berlin,13353,DE,Germany,52.54679,13.34896,f,Apartment,Entire home/apt,2,1,1,1,,1,4,18,6/11/2014,13/3/2019,92,10,9,10,9,10,9,f,f,47
29637072,*,19918172,Johamnas,1/2/2016,,,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,Berlin,10783,DE,Germany,52.49476,13.36404,f,Apartment,Private room,6,1,2,6,,2,2,14,26/11/2018,13/1/2019,100,10,9,10,10,10,10,t,f,80
3056484,*,17774202,Maruhias,30/6/2014,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10249,DE,Germany,52.52362,13.44474,t,Apartment,Entire home/apt,2,1,1,2,,1,3,9,17/9/2014,2/1/2018,94,8,8,10,10,9,9,f,f,45
13931865,*,10355115,Devid,30/10/2014,within an hour,100%,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12051,DE,Germany,52.46907,13.43568,t,Apartment,Shared room,2,1,1,1,,1,1,10,30/7/2016,2/1/2018,94,9,9,10,10,9,9,f,f,28
5806686,*,31981479,Zemonica,2/4/2015,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12049,DE,Germany,52.48402,13.42402,t,Apartment,Private room,1,1,1,1,,1,3,0,,,,,,,,,,t,f,24
509827,*,4370609,Eliners,1/11/2012,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10963,DE,Germany,52.49523,13.39348,t,Apartment,Private room,1,1.5,1,1,,2,4,0,,,,,,,,,,f,f,45
27859549,*,5215004,Vora,14/9/2012,within an hour,100%,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10997,DE,Germany,52.50162,13.42997,t,Apartment,Private room,3,1,1,3,,4,3,13,29/5/2018,24/2/2019,100,10,10,10,10,9,10,f,f,188
20674487,*,157573194,AnKe,12/10/2017,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10969,DE,Germany,52.49863,13.39068,t,Apartment,Private room,2,1,1,1,,1,4,1,20/10/2017,20/10/2017,100,10,10,10,10,8,10,f,f,25
5793721,*,36341319,Matalle,27/1/2015,within a day,80%,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10965,DE,Germany,52.4863,13.41257,t,Apartment,Private room,2,2,1,1,,1,3,15,5/9/2015,12/3/2019,98,10,9,10,10,10,10,f,f,26
18669086,*,20490867,Olkeram,28/8/2014,within an hour,100%,f,Prenzlauer Berg,Pankow,Berlin,10405,DE,Germany,52.53549,13.43331,t,Apartment,Entire home/apt,2,1,1,1,,1,3,20,22/11/2017,27/4/2019,97,10,10,10,10,10,10,f,f,50
470094,*,1036738,Jormunes,12/8/2011,within a few hours,100%,t,Reinickendorf,Reinickendorf,Berlin,13407,DE,Germany,52.57951,13.35466,t,Apartment,Entire home/apt,2,1,1,2,,1,3,69,10/6/2012,9/3/2019,96,10,10,10,10,9,10,f,f,51
4374671,*,12833849,Mautyn,22/3/2014,,,f,Prenzlauer Berg,Pankow,Berlin,10437,DE,Germany,52.54903,13.41105,t,Apartment,Entire home/apt,2,1,1,1,,1,5,4,30/3/2015,24/2/2017,100,10,10,10,10,10,10,f,f,60
13772268,*,65587029,Kherhante,1/4/2016,,,f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,Berlin,12159,DE,Germany,52.48652,13.33862,f,Apartment,Private room,2,1,1,1,,1,1,2,19/3/2016,2/3/2017,100,10,9,10,10,8,9,t,f,30
14394937,*,66546726,Dim,15/4/2016,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10997,DE,Germany,52.4995,13.44842,t,Apartment,Entire home/apt,1,1,1,1,,1,25,2,3/3/2017,25/10/2017,80,8,10,9,7,10,7,t,f,15
27995887,*,154393364,Anna,12/12/2017,,,f,Moabit,Mitte,Berlin,10559,DE,Germany,52.526,13.34856,t,Apartment,Private room,1,1,1,1,,1,8,1,6/11/2018,18/11/2018,,,,,,,,f,f,16
29213502,*,217140583,Carolin,8/9/2018,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245,DE,Germany,52.50695,13.47101,t,Apartment,Private room,2,1,1,1,,1,3,3,23/9/2018,17/11/2018,100,10,10,10,10,10,10,t,f,45
28928845,*,212482362,Danda,30/8/2018,within an hour,100%,t,Rummelsburg,Lichtenberg,Berlin,10317,DE,Germany,52.485,13.49047,t,Apartment,Private room,1,1,1,1,,1,1,43,11/10/2018,7/5/2019,94,10,10,10,9,9,9,f,f,17
12984441,*,68233534,Fabia,6/3/2016,within an hour,100%,t,Mitte,Mitte,Berlin,10117,DE,Germany,52.51013,13.37425,t,Apartment,Private room,2,1,1,1,,1,3,60,3/11/2016,9/5/2019,99,10,10,10,10,10,10,t,f,20
12546603,*,394055,Eubrid,18/5/2011,within a day,50%,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10967,DE,Germany,52.48985,13.41949,t,Apartment,Entire home/apt,2,1,1,1,,1,3,17,5/6/2017,7/4/2019,96,10,10,10,10,10,10,f,f,68
29414443,*,229976865,Jangww,14/12/2018,within a day,100%,f,Mitte,Mitte,Berlin,10115,DE,Germany,52.52873,13.39149,t,Apartment,Private room,2,1,1,1,,1,2,3,29/10/2018,1/1/2019,100,10,10,10,10,10,10,t,f,35
20516936,*,4649884,Edn,2/3/2013,,,f,Schmargendorf,Charlottenburg-Wilm.,Berlin,,DE,Germany,52.49918,13.29356,f,Apartment,Private room,2,1,1,1,,1,1,4,11/8/2017,1/10/2018,100,10,10,10,10,10,10,f,f,60
384347,*,1957751,Pevon,2/6/2012,within an hour,95%,t,NeukÃ¶lln,NeukÃ¶lln,Berlin,12047,DE,Germany,52.48881,13.43617,t,Apartment,Private room,2,1,1,2,,1,10,38,23/5/2012,21/4/2019,97,10,9,10,10,10,9,f,f,35
6085099,*,2976499,G,20/4/2012,,,f,Prenzlauer Berg,Pankow,Berlin,10409,DE,Germany,52.54562,13.43688,t,Apartment,Private room,2,1,1,1,,1,1,20,15/4/2015,7/4/2016,96,10,9,10,10,9,10,f,f,31
215112,*,812756,Alcio,13/8/2011,within an hour,100%,t,Altglienicke,Treptow - KÃ¶penick,Berlin,*,DE,Germany,52.40871,13.51491,t,Townhouse,Private room,1,1,1,2,,1,1,295,9/6/2011,13/5/2019,98,10,10,10,10,10,10,t,f,17
30782320,*,36116184,Rilona,18/5/2015,within an hour,86%,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12051,DE,Germany,52.46755,13.43526,t,Apartment,Entire home/apt,2,1,1,2,,2,1,2,26/2/2019,13/2/2019,90,9,8,9,9,9,9,t,f,50
8540029,*,23383474,Mans ioe,8/11/2014,,,f,Friedrichshain,Friedrichshain-Kreuzberg,Berlin,10245,DE,Germany,52.51776,13.47182,f,Apartment,Entire home/apt,4,1,1,2,,1,4,0,,,,,,,,,,f,f,89
994943,*,3137241,Christiana,28/1/2012,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10999,DE,Germany,52.49834,13.43097,t,Apartment,Entire home/apt,2,1,1,1,461,1,14,1,31/7/2010,4/1/2014,80,10,8,9,8,10,8,f,f,40
10768382,*,5793362,Dan,2/6/2013,,,f,Prenzlauer Berg,Pankow,Berlin,10405,DE,Germany,52.53556,13.42289,t,Apartment,Private room,1,1,1,1,,1,3,3,20/5/2016,20/7/2016,90,9,9,9,10,10,10,t,f,20
23123479,*,179093212,Lisa,5/5/2018,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12049,DE,Germany,52.4709,13.4229,f,House,Private room,2,1,0,1,,1,2,1,6/5/2018,11/6/2018,100,10,10,10,10,10,10,t,f,35
17133362,*,47543873,Maxi,7/11/2015,a few days or more,0%,f,Alt-Treptow,Treptow - KÃ¶penick,Berlin,12435,DE,Germany,52.49075,13.4485,t,Apartment,Private room,2,1,1,1,,4,1,6,18/3/2017,15/12/2018,98,10,10,10,10,10,10,f,f,59
27232385,*,140709114,Sagas,17/8/2017,within an hour,100%,f,PlÃ¤nterwald,Treptow - KÃ¶penick,Berlin,12435,DE,Germany,52.48792,13.46696,t,Apartment,Private room,2,2,1,1,,1,2,4,23/6/2018,11/2/2019,93,10,10,10,10,10,10,f,f,45
63969,*,37538697,Caroline,9/11/2015,,,f,Kreuzberg,Friedrichshain-Kreuzberg,Berlin,10997,DE,Germany,52.49751,13.42679,t,Apartment,Private room,2,1,1,1,,1,2,2,11/8/2015,6/10/2015,80,9,9,10,10,9,8,f,f,44
13647549,*,84100676,Emie,14/7/2016,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12053,DE,Germany,52.47061,13.44298,t,Apartment,Entire home/apt,2,1,1,1,,2,1,21,4/1/2017,8/11/2018,100,10,8,10,10,9,10,f,f,30
20063758,*,159927065,JÃ¼risne,26/9/2017,,,f,NeukÃ¶lln,NeukÃ¶lln,Berlin,12043,DE,Germany,52.48077,13.43637,f,Apartment,Private room,2,1,1,1,,1,3,14,14/8/2017,18/6/2018,98,10,10,10,10,9,9,t,f,40
26825834,*,10794983,Janny,17/12/2013,within an hour,100%,f,Prenzlauer Berg,Pankow,Berlin,10119,DE,Germany,52.53743,13.40166,t,Apartment,Private room,2,1,1,1,,1,2,7,20/10/2018,26/4/2019,98,10,9,10,10,10,10,t,f,35
14593779,*,5410961,Deli,28/1/2013,,,f,Wedding,Mitte,Berlin,13357,DE,Germany,52.55494,13.37768,t,Apartment,Private room,2,2,1,1,,1,2,4,1/1/2017,18/9/2017,100,10,10,10,10,10,10,f,f,19
